endpoint,phecode_string,phecode_category,Age+Sex_aou,Age+Sex+MedicalHistory_aou,delta_agesex_aou,delta_median_agesex_aou,sign_agesex_aou,num_incident_events
phecode_329-5,"Mild cognitive impairment, so stated",Neuro,"0.757 (0.728, 0.792)","0.802 (0.777, 0.825)","0.043 (0.017, 0.062)",0.043,+,228
phecode_329-8,"Altered mental status, unspecified",Neuro,"0.569 (0.563, 0.576)","0.649 (0.641, 0.655)","0.08 (0.072, 0.085)",0.08,+,7929
phecode_329-9,Delirium,Neuro,"0.715 (0.674, 0.75)","0.646 (0.6, 0.686)","-0.066 (-0.138, 0.008)",-0.066,ns,179
phecode_330,"Epilepsy, recurrent seizures, convulsions",Neuro,"0.552 (0.535, 0.577)","0.693 (0.684, 0.705)","0.14 (0.118, 0.17)",0.14,+,2379
phecode_330-1,Epilepsy,Neuro,"0.558 (0.537, 0.578)","0.733 (0.718, 0.754)","0.176 (0.147, 0.2)",0.176,+,1489
phecode_330-11,Generalized epilepsy,Neuro,"0.584 (0.531, 0.618)","0.821 (0.789, 0.852)","0.239 (0.198, 0.282)",0.239,+,332
phecode_330-12,Partial epilepsy,Neuro,"0.532 (0.504, 0.559)","0.835 (0.811, 0.858)","0.303 (0.259, 0.347)",0.303,+,404
phecode_330-3,Convulsions,Neuro,"0.552 (0.535, 0.577)","0.692 (0.682, 0.703)","0.139 (0.116, 0.168)",0.139,+,2379
phecode_331,Headache,Neuro,"0.585 (0.58, 0.591)","0.613 (0.605, 0.62)","0.028 (0.016, 0.039)",0.028,+,12354
phecode_331-1,Tension headache,Neuro,"0.594 (0.582, 0.608)","0.696 (0.681, 0.713)","0.101 (0.084, 0.12)",0.101,+,2054
phecode_331-3,"Headache syndromes, non migraine",Neuro,"0.575 (0.553, 0.598)","0.734 (0.715, 0.751)","0.159 (0.128, 0.179)",0.159,+,919
phecode_331-4,Cluster headaches,Neuro,"0.558 (0.524, 0.594)","0.708 (0.66, 0.744)","0.149 (0.09, 0.195)",0.149,+,242
phecode_331-6,Migraine,Neuro,"0.645 (0.633, 0.651)","0.671 (0.663, 0.68)","0.026 (0.017, 0.039)",0.026,+,5387
phecode_331-61,Migraine with aura,Neuro,"0.639 (0.628, 0.652)","0.722 (0.708, 0.736)","0.082 (0.061, 0.101)",0.082,+,1882
phecode_331-7,Drug induced headache,Neuro,"0.617 (0.576, 0.655)","0.746 (0.714, 0.774)","0.131 (0.092, 0.178)",0.131,+,321
phecode_331-8,Headache NOS,Neuro,"0.585 (0.58, 0.59)","0.609 (0.601, 0.617)","0.024 (0.012, 0.035)",0.024,+,12301
phecode_333,Sleep disorders,Neuro,"0.559 (0.552, 0.565)","0.658 (0.653, 0.666)","0.1 (0.092, 0.106)",0.1,+,13321
phecode_333-1,Sleep apnea,Neuro,"0.58 (0.572, 0.586)","0.679 (0.673, 0.687)","0.1 (0.092, 0.114)",0.1,+,8142
phecode_333-11,Obstructive sleep apnea,Neuro,"0.584 (0.578, 0.592)","0.689 (0.682, 0.698)","0.105 (0.096, 0.117)",0.105,+,7694
phecode_333-2,Insomnia,Neuro,"0.556 (0.546, 0.563)","0.676 (0.67, 0.686)","0.119 (0.11, 0.137)",0.119,+,8069
phecode_333-3,Hypersomnia,Neuro,"0.522 (0.512, 0.533)","0.699 (0.687, 0.712)","0.175 (0.163, 0.199)",0.175,+,2745
phecode_333-4,Circadian rhythm sleep disorder,Neuro,"0.542 (0.515, 0.573)","0.711 (0.674, 0.729)","0.168 (0.125, 0.207)",0.168,+,476
phecode_333-43,"Circadian rhythm sleep disorder, jet lag or shift work type",Neuro,"0.661 (0.615, 0.703)","0.589 (0.532, 0.651)","-0.075 (-0.17, 0.001)",-0.075,ns,118
phecode_333-5,Parasomnia and sleep arousal Disorders,Neuro,"0.563 (0.532, 0.588)","0.734 (0.708, 0.757)","0.175 (0.137, 0.21)",0.175,+,496
phecode_334,Disorders of other cranial nerves,Neuro,"0.586 (0.574, 0.596)","0.683 (0.669, 0.698)","0.096 (0.078, 0.113)",0.096,+,1922
phecode_334-1,Trigeminal nerve disorders [CN5],Neuro,"0.604 (0.583, 0.629)","0.724 (0.697, 0.747)","0.119 (0.087, 0.144)",0.119,+,605
phecode_334-11,Trigeminal neuralgia,Neuro,"0.62 (0.593, 0.646)","0.735 (0.705, 0.766)","0.119 (0.078, 0.157)",0.119,+,328
phecode_334-12,Atypical face pain,Neuro,"0.58 (0.536, 0.623)","0.729 (0.681, 0.766)","0.148 (0.095, 0.198)",0.148,+,178
phecode_334-2,Facial nerve disorders and weakness,Neuro,"0.578 (0.562, 0.592)","0.678 (0.664, 0.697)","0.101 (0.077, 0.12)",0.101,+,1156
phecode_334-21,Bell's palsy,Neuro,"0.525 (0.502, 0.558)","0.617 (0.584, 0.638)","0.09 (0.026, 0.125)",0.09,+,420
phecode_334-23,Facial weakness,Neuro,"0.602 (0.584, 0.621)","0.711 (0.693, 0.738)","0.111 (0.076, 0.136)",0.111,+,758
phecode_334-4,Disorders of oculomotor nerves,Neuro,"0.654 (0.62, 0.716)","0.729 (0.699, 0.761)","0.075 (0.033, 0.109)",0.075,+,210
phecode_334-44,Sixth [abducent] nerve palsy,Neuro,"0.648 (0.592, 0.723)","0.711 (0.646, 0.759)","0.052 (-0.002, 0.124)",0.052,ns,101
phecode_335,Nerve root and plexus disorders,Neuro,"0.613 (0.602, 0.62)","0.723 (0.718, 0.73)","0.11 (0.104, 0.119)",0.11,+,7978
phecode_335-1,Nerve plexus lesions,Neuro,"0.567 (0.553, 0.584)","0.664 (0.637, 0.693)","0.095 (0.066, 0.134)",0.095,+,846
phecode_335-11,Brachial plexus lesions,Neuro,"0.566 (0.549, 0.583)","0.661 (0.629, 0.695)","0.093 (0.063, 0.131)",0.093,+,808
phecode_335-4,Phantom limb (syndrome),Neuro,"0.638 (0.574, 0.681)","0.877 (0.846, 0.909)","0.238 (0.184, 0.324)",0.238,+,109
phecode_336,Mononeuropathies,Neuro,"0.583 (0.576, 0.592)","0.697 (0.687, 0.706)","0.115 (0.102, 0.126)",0.115,+,5813
phecode_336-1,Carpal tunnel syndrome,Neuro,"0.594 (0.582, 0.603)","0.711 (0.7, 0.722)","0.117 (0.105, 0.135)",0.117,+,3391
phecode_336-2,"Lesion of median, ulnar, radial nerve",Neuro,"0.574 (0.565, 0.583)","0.69 (0.68, 0.699)","0.116 (0.1, 0.132)",0.116,+,4034
phecode_336-4,Mononeuritis of upper limb,Neuro,"0.591 (0.58, 0.603)","0.688 (0.68, 0.697)","0.097 (0.086, 0.115)",0.097,+,3525
phecode_336-5,Mononeuritis of lower limb,Neuro,"0.61 (0.595, 0.622)","0.719 (0.708, 0.73)","0.108 (0.094, 0.126)",0.108,+,1829
phecode_336-51,Lesion of sciatic nerve,Neuro,"0.636 (0.601, 0.659)","0.727 (0.702, 0.752)","0.094 (0.064, 0.123)",0.094,+,498
phecode_336-52,Meralgia paresthetica,Neuro,"0.591 (0.557, 0.609)","0.732 (0.709, 0.768)","0.146 (0.113, 0.203)",0.146,+,330
phecode_336-54,Tarsal tunnel syndrome,Neuro,"0.567 (0.519, 0.596)","0.803 (0.747, 0.842)","0.235 (0.159, 0.303)",0.235,+,109
phecode_336-55,Lesion of plantar nerve,Neuro,"0.661 (0.617, 0.685)","0.744 (0.705, 0.777)","0.086 (0.043, 0.122)",0.086,+,381
phecode_337,Polyneuropathies,Neuro,"0.591 (0.587, 0.598)","0.658 (0.65, 0.663)","0.065 (0.062, 0.07)",0.065,+,14705
phecode_337-1,Hereditary and idiopathic neuropathy,Neuro,"0.696 (0.675, 0.722)","0.791 (0.774, 0.81)","0.095 (0.071, 0.117)",0.095,+,513
phecode_337-2,Inflammatory polyneuropathy,Neuro,"0.605 (0.594, 0.618)","0.647 (0.634, 0.659)","0.043 (0.027, 0.057)",0.043,+,2220
phecode_337-3,Toxic neuropathy,Neuro,"0.634 (0.616, 0.663)","0.731 (0.713, 0.756)","0.096 (0.066, 0.127)",0.096,+,642
phecode_337-31,Drug-induced polyneuropathy,Neuro,"0.623 (0.604, 0.647)","0.751 (0.736, 0.773)","0.13 (0.103, 0.158)",0.13,+,539
phecode_337-8,Polyneuropathy in diseases classified elsewhere,Neuro,"0.65 (0.635, 0.666)","0.884 (0.873, 0.893)","0.235 (0.223, 0.251)",0.235,+,2540
phecode_338,Myasthenia gravis and other myoneural disorders,Neuro,"0.586 (0.548, 0.628)","0.721 (0.69, 0.755)","0.135 (0.084, 0.186)",0.135,+,313
phecode_339,Primary disorders of muscles,Neuro,"0.659 (0.604, 0.705)","0.589 (0.521, 0.643)","-0.066 (-0.181, 0.007)",-0.066,ns,126
phecode_339-1,Muscular dystrophy,Neuro,"0.676 (0.623, 0.733)","0.601 (0.533, 0.669)","-0.075 (-0.197, -0.006)",-0.075,-,104
phecode_340,Myopathies,Neuro,"0.627 (0.583, 0.663)","0.786 (0.756, 0.818)","0.161 (0.115, 0.23)",0.161,+,246
phecode_341,Cerebral palsy and other paralytic syndromes,Neuro,"0.62 (0.606, 0.635)","0.775 (0.762, 0.788)","0.156 (0.135, 0.172)",0.156,+,1246
phecode_341-2,Hemiplegia and hemiparesis,Neuro,"0.627 (0.615, 0.644)","0.79 (0.772, 0.802)","0.163 (0.141, 0.18)",0.163,+,1078
phecode_341-6,Cauda equina syndrome,Neuro,"0.629 (0.587, 0.687)","0.791 (0.746, 0.838)","0.162 (0.092, 0.212)",0.162,+,136
phecode_342,Plegia and unspecified paralysis,Neuro,"0.571 (0.544, 0.588)","0.69 (0.676, 0.704)","0.12 (0.097, 0.141)",0.12,+,1372
phecode_342-1,Paraplegia/Diplegia,Neuro,"0.574 (0.524, 0.612)","0.767 (0.734, 0.813)","0.194 (0.146, 0.257)",0.194,+,233
phecode_342-2,Quadriplegia,Neuro,"0.622 (0.567, 0.697)","0.86 (0.819, 0.886)","0.238 (0.169, 0.299)",0.238,+,108
phecode_342-4,Monoplegia,Neuro,"0.601 (0.564, 0.634)","0.725 (0.701, 0.764)","0.129 (0.088, 0.165)",0.129,+,347
phecode_342-5,Paralysis NOS,Neuro,"0.548 (0.523, 0.571)","0.661 (0.645, 0.678)","0.113 (0.079, 0.139)",0.113,+,831
phecode_343,Disorders of autonomic nervous system,Neuro,"0.56 (0.548, 0.573)","0.781 (0.771, 0.797)","0.222 (0.201, 0.237)",0.222,+,1792
phecode_343-1,Autonomic neuropathy,Neuro,"0.578 (0.559, 0.598)","0.871 (0.858, 0.884)","0.292 (0.268, 0.318)",0.292,+,955
phecode_343-3,Complex regional pain syndrome,Neuro,"0.57 (0.538, 0.605)","0.746 (0.714, 0.783)","0.175 (0.125, 0.219)",0.175,+,182
phecode_344,Disorders of the circulation of the cerebrospinal fluid,Neuro,"0.54 (0.505, 0.573)","0.667 (0.637, 0.692)","0.129 (0.078, 0.171)",0.129,+,562
phecode_344-1,Hydrocephalus,Neuro,"0.602 (0.558, 0.66)","0.75 (0.718, 0.781)","0.149 (0.081, 0.195)",0.149,+,236
phecode_344-2,Benign intracranial hypertension,Neuro,"0.728 (0.696, 0.756)","0.7 (0.652, 0.74)","-0.031 (-0.086, 0.025)",-0.031,ns,240
phecode_344-3,Cerebrospinal fluid leak,Neuro,"0.568 (0.511, 0.618)","0.733 (0.689, 0.771)","0.166 (0.096, 0.26)",0.166,+,130
phecode_345,Encephalopathy,Neuro,"0.611 (0.598, 0.62)","0.811 (0.8, 0.823)","0.2 (0.181, 0.213)",0.2,+,1880
phecode_346,Brain damage and brain death,Neuro,"0.515 (0.504, 0.532)","0.685 (0.672, 0.709)","0.169 (0.142, 0.195)",0.169,+,1129
phecode_346-1,Postconcussion syndrome,Neuro,"0.568 (0.532, 0.6)","0.706 (0.677, 0.733)","0.137 (0.101, 0.187)",0.137,+,448
phecode_346-3,Anoxic brain damage,Neuro,"0.575 (0.541, 0.622)","0.804 (0.76, 0.853)","0.231 (0.169, 0.293)",0.231,+,143
phecode_346-5,Compression of brain,Neuro,"0.546 (0.499, 0.582)","0.69 (0.643, 0.736)","0.145 (0.091, 0.185)",0.145,+,230
phecode_346-6,Cerebral edema,Neuro,"0.579 (0.545, 0.606)","0.759 (0.726, 0.791)","0.181 (0.137, 0.224)",0.181,+,400
phecode_347,Other disorders of the brain and CNS,Neuro,"0.529 (0.524, 0.533)","0.629 (0.624, 0.635)","0.101 (0.095, 0.106)",0.101,+,14646
phecode_347-1,Cerebral cysts,Neuro,"0.544 (0.504, 0.591)","0.655 (0.618, 0.727)","0.119 (0.061, 0.182)",0.119,+,173
phecode_347-2,Disorders of meninges,Neuro,"0.574 (0.522, 0.643)","0.752 (0.692, 0.793)","0.175 (0.065, 0.25)",0.175,+,124
phecode_348,Other diseases of spinal cord,Neuro,"0.648 (0.64, 0.658)","0.758 (0.752, 0.765)","0.11 (0.103, 0.121)",0.11,+,5314
phecode_348-2,Myelopathies,Neuro,"0.663 (0.655, 0.672)","0.776 (0.77, 0.782)","0.113 (0.107, 0.125)",0.113,+,4476
phecode_348-21,Vascular myelopathies,Neuro,"0.755 (0.743, 0.77)","0.819 (0.811, 0.832)","0.064 (0.048, 0.077)",0.064,+,1352
phecode_348-4,Spinal cord compression*,Neuro,"0.658 (0.65, 0.672)","0.732 (0.724, 0.743)","0.074 (0.065, 0.084)",0.074,+,2947
phecode_349,Disorder of nervous system,Neuro,"0.55 (0.545, 0.553)","0.615 (0.609, 0.62)","0.066 (0.06, 0.07)",0.066,+,19748
phecode_349-1,Abnormal findings on diagnostic test of central nervous system,Neuro,"0.623 (0.606, 0.638)","0.718 (0.707, 0.733)","0.094 (0.084, 0.114)",0.094,+,2135
phecode_349-12,Abnormal electroencephalogram [EEG],Neuro,"0.575 (0.524, 0.634)","0.764 (0.712, 0.819)","0.185 (0.123, 0.242)",0.185,+,113
phecode_349-13,Abnormal findings on diagnostic imaging of skull and head,Neuro,"0.614 (0.589, 0.639)","0.699 (0.673, 0.715)","0.083 (0.067, 0.105)",0.083,+,737
phecode_349-2,Abnormal results of function studies of peripheral nervous system,Neuro,"0.622 (0.595, 0.672)","0.708 (0.672, 0.742)","0.082 (0.048, 0.121)",0.082,+,245
phecode_349-3,Nonspecific abnormal electromyogram [EMG],Neuro,"0.618 (0.574, 0.672)","0.748 (0.695, 0.788)","0.128 (0.07, 0.181)",0.128,+,158
phecode_350,Other symptoms involving nervous system,Neuro,"0.617 (0.607, 0.628)","0.722 (0.714, 0.731)","0.105 (0.097, 0.111)",0.105,+,4462
phecode_350-3,Abnormal reflex,Neuro,"0.546 (0.521, 0.583)","0.671 (0.646, 0.701)","0.123 (0.066, 0.174)",0.123,+,317
phecode_350-5,Repeated falls*,Neuro,"0.692 (0.681, 0.703)","0.791 (0.775, 0.802)","0.098 (0.087, 0.112)",0.098,+,2129
phecode_351,Disturbances of skin sensation,Neuro,"0.555 (0.549, 0.563)","0.65 (0.644, 0.654)","0.095 (0.087, 0.105)",0.095,+,9607
phecode_351-1,Anesthesia of skin*,Neuro,"0.56 (0.553, 0.568)","0.697 (0.691, 0.707)","0.137 (0.129, 0.146)",0.137,+,6087
phecode_351-3,Paresthesia of skin*,Neuro,"0.564 (0.556, 0.572)","0.705 (0.699, 0.712)","0.141 (0.131, 0.15)",0.141,+,6526
phecode_352,Disturbances of sensation of smell and taste,Neuro,"0.543 (0.53, 0.555)","0.668 (0.655, 0.683)","0.124 (0.103, 0.143)",0.124,+,1302
phecode_352-1,Anosmia*,Neuro,"0.566 (0.543, 0.583)","0.681 (0.657, 0.709)","0.114 (0.08, 0.166)",0.114,+,541
phecode_352-3,Parageusia*,Neuro,"0.555 (0.526, 0.592)","0.659 (0.636, 0.687)","0.101 (0.074, 0.143)",0.101,+,509
phecode_353,Symptoms and signs involving general sensations and perceptions,Neuro,"0.56 (0.541, 0.581)","0.67 (0.642, 0.69)","0.11 (0.072, 0.144)",0.11,+,1159
phecode_353-1,Hallucinations,Neuro,"0.587 (0.562, 0.613)","0.717 (0.69, 0.733)","0.131 (0.083, 0.159)",0.131,+,935
phecode_353-11,Auditory hallucinations*,Neuro,"0.66 (0.623, 0.691)","0.789 (0.749, 0.818)","0.129 (0.075, 0.182)",0.129,+,342
phecode_353-12,Visual hallucinations,Neuro,"0.61 (0.567, 0.64)","0.75 (0.714, 0.782)","0.14 (0.091, 0.191)",0.14,+,302
phecode_354,Dizziness and giddiness,Neuro,"0.568 (0.561, 0.574)","0.661 (0.655, 0.667)","0.093 (0.084, 0.098)",0.093,+,10097
phecode_355,Coma and other alteration of consciousness,Neuro,"0.563 (0.557, 0.572)","0.664 (0.655, 0.669)","0.101 (0.094, 0.108)",0.101,+,6708
phecode_355-1,Coma,Neuro,"0.573 (0.564, 0.582)","0.67 (0.662, 0.679)","0.097 (0.088, 0.107)",0.097,+,5618
phecode_355-2,Alteration of consciousness,Neuro,"0.534 (0.518, 0.547)","0.677 (0.664, 0.692)","0.144 (0.132, 0.159)",0.144,+,1663
phecode_356,Speech disturbance,Neuro,"0.641 (0.63, 0.653)","0.753 (0.744, 0.764)","0.111 (0.099, 0.126)",0.111,+,2042
phecode_356-1,Dysarthria,Neuro,"0.662 (0.635, 0.68)","0.781 (0.764, 0.804)","0.119 (0.1, 0.147)",0.119,+,734
phecode_356-2,Aphasia and dysphasia,Neuro,"0.667 (0.648, 0.687)","0.763 (0.748, 0.787)","0.096 (0.082, 0.123)",0.096,+,894
phecode_356-4,Slurred speech*,Neuro,"0.622 (0.597, 0.644)","0.77 (0.744, 0.793)","0.148 (0.11, 0.183)",0.148,+,556
phecode_360,Inflammation of eyelids,Eye,"0.602 (0.589, 0.612)","0.703 (0.69, 0.714)","0.099 (0.088, 0.113)",0.099,+,3503
phecode_360-1,Hordeolum,Eye,"0.563 (0.546, 0.58)","0.673 (0.656, 0.689)","0.109 (0.085, 0.128)",0.109,+,1171
phecode_360-11,Hordeolum externum,Eye,"0.563 (0.546, 0.58)","0.673 (0.656, 0.689)","0.109 (0.085, 0.128)",0.109,+,1171
phecode_360-12,Hordeolum internum,Eye,"0.59 (0.555, 0.623)","0.705 (0.678, 0.733)","0.108 (0.064, 0.153)",0.108,+,276
phecode_360-2,Chalazion,Eye,"0.598 (0.567, 0.617)","0.702 (0.667, 0.722)","0.104 (0.072, 0.133)",0.104,+,634
phecode_360-4,Blepharitis,Eye,"0.639 (0.628, 0.649)","0.732 (0.723, 0.747)","0.095 (0.083, 0.107)",0.095,+,2416
phecode_360-5,Noninfectious dermatoses of eyelid,Eye,"0.64 (0.604, 0.67)","0.738 (0.712, 0.767)","0.1 (0.058, 0.148)",0.1,+,378
phecode_360-51,Eczematous dermatitis of eyelid,Eye,"0.598 (0.55, 0.638)","0.741 (0.696, 0.774)","0.139 (0.082, 0.191)",0.139,+,249
phecode_361,Disorders of eyelid function,Eye,"0.72 (0.709, 0.73)","0.777 (0.76, 0.785)","0.056 (0.047, 0.062)",0.056,+,2287
phecode_361-1,Entropion and trichiasis of eyelid,Eye,"0.726 (0.682, 0.771)","0.799 (0.767, 0.842)","0.07 (0.052, 0.088)",0.07,+,200
phecode_361-15,Trichiasis of eyelid without entropion,Eye,"0.713 (0.67, 0.765)","0.837 (0.809, 0.865)","0.121 (0.085, 0.151)",0.121,+,162
phecode_361-3,Ptosis of eyelid,Eye,"0.712 (0.697, 0.722)","0.775 (0.762, 0.791)","0.063 (0.049, 0.078)",0.063,+,966
phecode_361-4,Blepharochalasis,Eye,"0.797 (0.787, 0.81)","0.826 (0.814, 0.837)","0.029 (0.017, 0.038)",0.029,+,885
phecode_361-9,Ectropion of eyelid,Eye,"0.73 (0.714, 0.743)","0.775 (0.76, 0.792)","0.046 (0.036, 0.054)",0.046,+,749
phecode_362,Other disorders of the eyelids,Eye,"0.626 (0.616, 0.633)","0.704 (0.695, 0.711)","0.079 (0.068, 0.086)",0.079,+,5191
phecode_362-5,Cysts of eyelid,Eye,"0.614 (0.588, 0.632)","0.701 (0.67, 0.723)","0.086 (0.055, 0.105)",0.086,+,758
phecode_362-6,Dermatochalasis of eyelid,Eye,"0.796 (0.787, 0.81)","0.739 (0.714, 0.75)","-0.057 (-0.078, -0.043)",-0.057,-,695
phecode_363,Disorders of lacrimal system,Eye,"0.65 (0.639, 0.658)","0.725 (0.717, 0.733)","0.074 (0.068, 0.083)",0.074,+,5016
phecode_363-2,Dry eye syndrome [Tear film insufficiency],Eye,"0.65 (0.639, 0.66)","0.723 (0.716, 0.731)","0.072 (0.063, 0.081)",0.072,+,4848
phecode_363-5,Epiphora,Eye,"0.678 (0.639, 0.705)","0.743 (0.701, 0.777)","0.06 (0.022, 0.098)",0.06,+,340
phecode_363-7,Stenosis and insufficiency of lacrimal passages,Eye,"0.712 (0.661, 0.762)","0.808 (0.758, 0.855)","0.097 (0.059, 0.133)",0.097,+,129
phecode_365,Noninflammatory disorders of the orbit,Eye,"0.573 (0.568, 0.58)","0.629 (0.623, 0.636)","0.055 (0.046, 0.062)",0.055,+,7590
phecode_365-3,Exophthalmos [Proptosis],Eye,"0.581 (0.552, 0.623)","0.67 (0.625, 0.713)","0.088 (0.044, 0.132)",0.088,+,269
phecode_366,Noninflammatory disorders of conjunctiva,Eye,"0.545 (0.532, 0.555)","0.642 (0.635, 0.651)","0.097 (0.085, 0.108)",0.097,+,5263
phecode_366-1,Pterygium of eye,Eye,"0.627 (0.59, 0.673)","0.623 (0.555, 0.674)","-0.006 (-0.066, 0.05)",-0.006,ns,172
phecode_366-2,Conjunctival degenerations and deposits,Eye,"0.599 (0.561, 0.621)","0.663 (0.63, 0.707)","0.068 (0.022, 0.101)",0.068,+,284
phecode_366-21,Pinguecula,Eye,"0.599 (0.552, 0.638)","0.651 (0.616, 0.706)","0.055 (0.016, 0.098)",0.055,+,206
phecode_366-4,Vascular abnormalities of conjunctiva,Eye,"0.592 (0.547, 0.637)","0.709 (0.664, 0.769)","0.117 (0.072, 0.16)",0.117,+,207
phecode_367,Inflammation of the eye,Eye,"0.543 (0.533, 0.553)","0.648 (0.639, 0.656)","0.106 (0.094, 0.116)",0.106,+,4742
phecode_367-1,Conjunctivitis,Eye,"0.546 (0.532, 0.559)","0.644 (0.635, 0.653)","0.098 (0.088, 0.111)",0.098,+,3971
phecode_367-12,Allergic [atopic] conjunctivitis,Eye,"0.564 (0.543, 0.585)","0.709 (0.698, 0.725)","0.147 (0.123, 0.167)",0.147,+,1531
phecode_367-2,Keratitis,Eye,"0.608 (0.588, 0.626)","0.742 (0.727, 0.757)","0.137 (0.115, 0.149)",0.137,+,1366
phecode_367-21,Corneal ulcer,Eye,"0.53 (0.504, 0.56)","0.711 (0.654, 0.746)","0.178 (0.094, 0.235)",0.178,+,237
phecode_367-22,Punctate keratitis,Eye,"0.656 (0.627, 0.7)","0.789 (0.759, 0.817)","0.13 (0.091, 0.16)",0.13,+,291
phecode_367-3,Keratoconjunctivitis,Eye,"0.644 (0.622, 0.664)","0.764 (0.744, 0.779)","0.118 (0.099, 0.146)",0.118,+,1028
phecode_367-4,Inflammation of orbit,Eye,"0.55 (0.534, 0.562)","0.62 (0.607, 0.635)","0.071 (0.051, 0.098)",0.071,+,2334
phecode_367-5,Uveitis,Eye,"0.565 (0.523, 0.586)","0.701 (0.676, 0.727)","0.139 (0.105, 0.164)",0.139,+,489
phecode_367-52,Iridocyclitis,Eye,"0.565 (0.523, 0.586)","0.701 (0.676, 0.727)","0.139 (0.105, 0.164)",0.139,+,489
phecode_367-7,Scleritis,Eye,"0.558 (0.52, 0.612)","0.729 (0.679, 0.778)","0.168 (0.116, 0.25)",0.168,+,149
phecode_367-9,Chorioretinal inflammation,Eye,"0.533 (0.497, 0.583)","0.75 (0.695, 0.822)","0.213 (0.143, 0.279)",0.213,+,101
phecode_369,Noninflammatory disorders of the cornea,Eye,"0.588 (0.576, 0.6)","0.656 (0.645, 0.67)","0.067 (0.06, 0.079)",0.067,+,2580
phecode_369-1,Corneal scars and opacities,Eye,"0.614 (0.581, 0.651)","0.718 (0.677, 0.757)","0.107 (0.068, 0.135)",0.107,+,336
phecode_369-2,Corneal edema,Eye,"0.714 (0.67, 0.774)","0.843 (0.787, 0.884)","0.123 (0.069, 0.169)",0.123,+,149
phecode_369-4,Corneal degenerations,Eye,"0.616 (0.558, 0.669)","0.672 (0.604, 0.719)","0.056 (0.017, 0.084)",0.056,+,153
phecode_369-5,Hereditary corneal dystrophies,Eye,"0.75 (0.716, 0.797)","0.785 (0.751, 0.809)","0.032 (-0.001, 0.06)",0.032,ns,304
phecode_369-51,Fuchs' dystrophy,Eye,"0.747 (0.699, 0.778)","0.763 (0.721, 0.806)","0.021 (-0.025, 0.076)",0.021,ns,157
phecode_369-6,Corneal deformities,Eye,"0.549 (0.502, 0.616)","0.64 (0.583, 0.693)","0.097 (0.003, 0.145)",0.097,+,107
phecode_370,Disorders of iris and ciliary body,Eye,"0.62 (0.595, 0.643)","0.712 (0.679, 0.733)","0.093 (0.073, 0.116)",0.093,+,683
phecode_371,Cataract,Eye,"0.76 (0.754, 0.765)","0.786 (0.782, 0.791)","0.027 (0.024, 0.029)",0.027,+,6918
phecode_371-3,Nuclear cataract,Eye,"0.746 (0.74, 0.751)","0.776 (0.771, 0.782)","0.031 (0.028, 0.034)",0.031,+,4994
phecode_371-31,Age-related nuclear cataract,Eye,"0.746 (0.74, 0.751)","0.776 (0.771, 0.782)","0.031 (0.028, 0.034)",0.031,+,4994
phecode_373,Noninflammatory disorders of choroid,Eye,"0.669 (0.661, 0.675)","0.729 (0.719, 0.735)","0.06 (0.051, 0.069)",0.06,+,4709
phecode_373-1,Chorioretinal scars,Eye,"0.64 (0.608, 0.678)","0.731 (0.697, 0.759)","0.092 (0.048, 0.127)",0.092,+,409
phecode_374,Disorders of the retina,Eye,"0.668 (0.66, 0.675)","0.72 (0.712, 0.728)","0.053 (0.043, 0.062)",0.053,+,4619
phecode_374-1,Retinal detachments and breaks,Eye,"0.647 (0.622, 0.666)","0.741 (0.718, 0.758)","0.093 (0.072, 0.115)",0.093,+,793
phecode_374-11,Serous retinal detachment,Eye,"0.66 (0.636, 0.677)","0.757 (0.739, 0.782)","0.098 (0.077, 0.124)",0.098,+,479
phecode_374-13,Horseshoe tear of retina without detachment,Eye,"0.683 (0.654, 0.709)","0.709 (0.679, 0.74)","0.023 (-0.005, 0.056)",0.023,ns,257
phecode_374-14,Round hole of retina without detachment,Eye,"0.599 (0.552, 0.65)","0.682 (0.623, 0.746)","0.079 (0.034, 0.151)",0.079,+,209
phecode_374-3,Retinal vascular changes and occlusions,Eye,"0.661 (0.647, 0.677)","0.8 (0.788, 0.815)","0.138 (0.127, 0.167)",0.138,+,1199
phecode_374-33,Retinal neovascularization,Eye,"0.707 (0.636, 0.754)","0.839 (0.78, 0.879)","0.132 (0.059, 0.196)",0.132,+,115
phecode_374-37,Retinal arterial occlusions,Eye,"0.758 (0.719, 0.788)","0.803 (0.765, 0.842)","0.048 (-0.006, 0.079)",0.048,ns,154
phecode_374-38,Retinal vein occlusions,Eye,"0.763 (0.717, 0.795)","0.802 (0.759, 0.839)","0.037 (0.003, 0.066)",0.037,+,169
phecode_374-39,Transient retinal arterial occlusion [Amaurosis fugax],Eye,"0.699 (0.658, 0.749)","0.766 (0.731, 0.808)","0.07 (0.035, 0.109)",0.07,+,140
phecode_374-4,Retinal disorders in diseases classified elsewhere,Eye,"0.627 (0.613, 0.643)","0.857 (0.845, 0.871)","0.231 (0.208, 0.254)",0.231,+,1251
phecode_374-41,Hypertensive retinopathy,Eye,"0.642 (0.61, 0.669)","0.796 (0.777, 0.816)","0.154 (0.112, 0.184)",0.154,+,433
phecode_374-42,Diabetic retinopathy,Eye,"0.622 (0.607, 0.641)","0.879 (0.866, 0.894)","0.258 (0.234, 0.284)",0.258,+,968
