phecode_category,endpoint,phecode_string,Age+Sex,Age+Sex+MedicalHistory,delta
Eye,phecode_367-9,Chorioretinal inflammation,"0.533 (0.506, 0.577)","0.75 (0.7, 0.791)","0.213 (0.146, 0.27)"
Eye,phecode_369,Noninflammatory disorders of the cornea,"0.588 (0.578, 0.596)","0.656 (0.645, 0.667)","0.067 (0.061, 0.075)"
Eye,phecode_369-1,Corneal scars and opacities,"0.614 (0.588, 0.641)","0.718 (0.693, 0.748)","0.107 (0.079, 0.133)"
Eye,phecode_369-2,Corneal edema,"0.714 (0.68, 0.754)","0.843 (0.793, 0.868)","0.123 (0.079, 0.156)"
Eye,phecode_369-4,Corneal degenerations,"0.616 (0.568, 0.655)","0.672 (0.615, 0.705)","0.056 (0.024, 0.078)"
Eye,phecode_369-5,Hereditary corneal dystrophies,"0.75 (0.724, 0.781)","0.785 (0.754, 0.803)","0.032 (0.003, 0.057)"
Eye,phecode_369-51,Fuchs' dystrophy,"0.747 (0.719, 0.775)","0.763 (0.74, 0.796)","0.021 (-0.02, 0.055)"
Eye,phecode_369-6,Corneal deformities,"0.549 (0.506, 0.609)","0.64 (0.589, 0.688)","0.097 (0.011, 0.145)"
Eye,phecode_370,Disorders of iris and ciliary body,"0.62 (0.597, 0.638)","0.712 (0.695, 0.725)","0.093 (0.078, 0.112)"
Eye,phecode_371,Cataract,"0.76 (0.755, 0.764)","0.786 (0.783, 0.79)","0.027 (0.025, 0.029)"
Eye,phecode_371-3,Nuclear cataract,"0.746 (0.741, 0.75)","0.776 (0.773, 0.781)","0.031 (0.028, 0.033)"
Eye,phecode_371-31,Age-related nuclear cataract,"0.746 (0.741, 0.75)","0.776 (0.773, 0.781)","0.031 (0.028, 0.033)"
Eye,phecode_373,Noninflammatory disorders of choroid,"0.669 (0.663, 0.674)","0.729 (0.722, 0.735)","0.06 (0.052, 0.067)"
Eye,phecode_373-1,Chorioretinal scars,"0.64 (0.62, 0.676)","0.731 (0.709, 0.754)","0.092 (0.055, 0.12)"
Eye,phecode_374,Disorders of the retina,"0.668 (0.66, 0.673)","0.72 (0.716, 0.727)","0.053 (0.046, 0.061)"
Eye,phecode_374-1,Retinal detachments and breaks,"0.647 (0.633, 0.664)","0.741 (0.725, 0.756)","0.093 (0.075, 0.112)"
Eye,phecode_374-11,Serous retinal detachment,"0.66 (0.638, 0.677)","0.757 (0.739, 0.775)","0.098 (0.078, 0.122)"
Eye,phecode_374-13,Horseshoe tear of retina without detachment,"0.683 (0.661, 0.706)","0.709 (0.682, 0.737)","0.023 (-0.003, 0.051)"
Eye,phecode_374-14,Round hole of retina without detachment,"0.599 (0.568, 0.636)","0.682 (0.643, 0.71)","0.079 (0.048, 0.129)"
Eye,phecode_374-3,Retinal vascular changes and occlusions,"0.661 (0.648, 0.673)","0.8 (0.791, 0.812)","0.138 (0.128, 0.153)"
Eye,phecode_374-33,Retinal neovascularization,"0.707 (0.661, 0.745)","0.839 (0.794, 0.876)","0.132 (0.069, 0.17)"
Eye,phecode_374-37,Retinal arterial occlusions,"0.758 (0.726, 0.781)","0.803 (0.771, 0.832)","0.048 (0.013, 0.074)"
Eye,phecode_374-38,Retinal vein occlusions,"0.763 (0.727, 0.794)","0.802 (0.764, 0.828)","0.037 (0.014, 0.064)"
Eye,phecode_374-39,Transient retinal arterial occlusion [Amaurosis fugax],"0.699 (0.662, 0.735)","0.766 (0.736, 0.806)","0.07 (0.039, 0.094)"
Eye,phecode_374-4,Retinal disorders in diseases classified elsewhere,"0.627 (0.615, 0.639)","0.857 (0.847, 0.869)","0.231 (0.214, 0.248)"
Eye,phecode_374-41,Hypertensive retinopathy,"0.642 (0.623, 0.655)","0.796 (0.779, 0.812)","0.154 (0.13, 0.183)"
Eye,phecode_374-42,Diabetic retinopathy,"0.622 (0.609, 0.635)","0.879 (0.868, 0.893)","0.258 (0.235, 0.277)"
Eye,phecode_374-5,Macular degeneration,"0.76 (0.753, 0.768)","0.802 (0.795, 0.809)","0.042 (0.037, 0.045)"
Eye,phecode_374-51,Age-related macular degeneration,"0.764 (0.756, 0.773)","0.799 (0.788, 0.808)","0.034 (0.028, 0.038)"
Eye,phecode_374-511,Nonexuadative (dry) age-related macular degeneration,"0.862 (0.851, 0.875)","0.869 (0.857, 0.881)","0.008 (-0.006, 0.018)"
Eye,phecode_374-512,Exuadative (wet) age-related macular degeneration,"0.883 (0.863, 0.9)","0.884 (0.859, 0.907)","0.002 (-0.02, 0.02)"
Eye,phecode_374-54,Drusen (degenerative) of macula,"0.775 (0.761, 0.791)","0.775 (0.762, 0.786)","-0.001 (-0.016, 0.013)"
Eye,phecode_374-55,Puckering of macula,"0.772 (0.758, 0.781)","0.836 (0.824, 0.846)","0.066 (0.055, 0.079)"
Eye,phecode_374-6,Peripheral retinal degeneration,"0.59 (0.576, 0.604)","0.693 (0.673, 0.712)","0.104 (0.078, 0.124)"
Eye,phecode_374-61,Lattice degeneration of retina,"0.522 (0.506, 0.549)","0.666 (0.629, 0.697)","0.144 (0.102, 0.177)"
Eye,phecode_374-7,Hereditary retinal dystrophy,"0.693 (0.65, 0.729)","0.761 (0.727, 0.793)","0.068 (0.033, 0.098)"
Eye,phecode_374-8,Retinal edema,"0.674 (0.653, 0.691)","0.875 (0.86, 0.888)","0.202 (0.184, 0.225)"
Eye,phecode_375,Abnormal intraocular pressure,"0.677 (0.669, 0.685)","0.718 (0.708, 0.725)","0.04 (0.033, 0.045)"
Eye,phecode_375-1,Glaucoma,"0.684 (0.677, 0.693)","0.725 (0.716, 0.732)","0.042 (0.036, 0.047)"
Eye,phecode_375-11,Open angle glaucoma,"0.757 (0.745, 0.771)","0.843 (0.834, 0.856)","0.085 (0.075, 0.098)"
Eye,phecode_375-113,Primary open angle glaucoma,"0.758 (0.746, 0.769)","0.842 (0.83, 0.854)","0.082 (0.069, 0.099)"
Eye,phecode_375-12,Angle-Closure Glaucoma,"0.715 (0.696, 0.734)","0.772 (0.753, 0.797)","0.057 (0.043, 0.079)"
Eye,phecode_375-14,Low-tension glaucoma (Normal-tension glaucoma),"0.775 (0.75, 0.803)","0.851 (0.821, 0.878)","0.078 (0.05, 0.106)"
Eye,phecode_375-6,Ocular hypertension,"0.663 (0.649, 0.679)","0.742 (0.726, 0.762)","0.081 (0.061, 0.096)"
Eye,phecode_376,Disorders of vitreous body,"0.686 (0.676, 0.694)","0.743 (0.735, 0.75)","0.056 (0.05, 0.062)"
Eye,phecode_376-1,Vitreous degeneration,"0.692 (0.682, 0.699)","0.737 (0.728, 0.743)","0.044 (0.038, 0.051)"
Eye,phecode_376-2,Vitreous opacities,"0.691 (0.681, 0.698)","0.747 (0.739, 0.753)","0.055 (0.05, 0.061)"
Eye,phecode_376-21,Crystalline deposits in vitreous body,"0.628 (0.612, 0.638)","0.701 (0.69, 0.712)","0.073 (0.068, 0.084)"
Eye,phecode_377,Hemorrhage of the eye,"0.649 (0.639, 0.662)","0.733 (0.722, 0.749)","0.085 (0.074, 0.096)"
Eye,phecode_377-2,Conjunctival hemorrhage,"0.649 (0.632, 0.67)","0.698 (0.681, 0.715)","0.049 (0.035, 0.062)"
Eye,phecode_377-4,Retinal hemorrhage,"0.716 (0.691, 0.731)","0.817 (0.799, 0.833)","0.1 (0.083, 0.122)"
Eye,phecode_377-5,Vitreous hemorrhage,"0.628 (0.596, 0.65)","0.829 (0.808, 0.849)","0.199 (0.17, 0.242)"
Eye,phecode_379,Infection of the eye,"0.546 (0.523, 0.565)","0.681 (0.659, 0.706)","0.136 (0.114, 0.17)"
Eye,phecode_379-2,"Eye infection, viral","0.552 (0.531, 0.57)","0.671 (0.651, 0.697)","0.12 (0.101, 0.152)"
Eye,phecode_379-21,"Infection of the eye, herpes","0.619 (0.583, 0.669)","0.708 (0.673, 0.752)","0.081 (0.05, 0.133)"
Eye,phecode_380,Disorders of optic nerve and visual pathways,"0.589 (0.576, 0.602)","0.697 (0.682, 0.71)","0.11 (0.096, 0.124)"
Eye,phecode_380-1,Optic neuropathy,"0.588 (0.575, 0.601)","0.676 (0.662, 0.688)","0.089 (0.073, 0.104)"
Eye,phecode_380-11,Optic neuritis,"0.529 (0.505, 0.563)","0.721 (0.684, 0.757)","0.196 (0.135, 0.238)"
Eye,phecode_380-2,Disorders of optic disc,"0.574 (0.556, 0.595)","0.689 (0.672, 0.707)","0.115 (0.098, 0.132)"
Eye,phecode_380-21,Papilledema,"0.675 (0.627, 0.723)","0.689 (0.642, 0.724)","0.012 (-0.039, 0.06)"
Eye,phecode_380-3,Optic atrophy,"0.612 (0.59, 0.638)","0.722 (0.696, 0.743)","0.11 (0.088, 0.138)"
Eye,phecode_381,Strabismus,"0.628 (0.613, 0.645)","0.705 (0.692, 0.717)","0.075 (0.061, 0.093)"
Eye,phecode_381-1,Paralytic strabismus [Neurogenic strabismus],"0.645 (0.622, 0.674)","0.721 (0.697, 0.749)","0.075 (0.046, 0.102)"
Eye,phecode_381-3,Esotropia,"0.631 (0.589, 0.671)","0.704 (0.664, 0.749)","0.075 (0.029, 0.123)"
Eye,phecode_381-4,Exotropia,"0.607 (0.568, 0.645)","0.747 (0.718, 0.774)","0.142 (0.085, 0.182)"
Eye,phecode_381-6,Duane's syndrome [Duane anomaly],"0.625 (0.606, 0.641)","0.707 (0.694, 0.728)","0.086 (0.065, 0.11)"
Eye,phecode_381-8,Heterophoria,"0.672 (0.63, 0.718)","0.709 (0.67, 0.746)","0.041 (-0.013, 0.077)"
Eye,phecode_382,Other disorders of binocular movement,"0.578 (0.534, 0.622)","0.701 (0.672, 0.752)","0.131 (0.087, 0.188)"
Eye,phecode_383,Irregular eye movements,"0.544 (0.508, 0.565)","0.676 (0.638, 0.704)","0.134 (0.1, 0.165)"
Eye,phecode_383-1,Nystagmus,"0.534 (0.511, 0.565)","0.646 (0.61, 0.688)","0.113 (0.069, 0.154)"
Eye,phecode_384,Anomalies of pupillary function,"0.66 (0.629, 0.686)","0.7 (0.678, 0.725)","0.04 (0.021, 0.062)"
Eye,phecode_384-1,Anisocoria,"0.567 (0.53, 0.613)","0.616 (0.585, 0.657)","0.054 (-0.005, 0.107)"
Eye,phecode_386,Visual disturbances,"0.578 (0.572, 0.583)","0.666 (0.66, 0.67)","0.088 (0.083, 0.093)"
Eye,phecode_386-1,Amblyopia,"0.575 (0.552, 0.612)","0.633 (0.601, 0.664)","0.051 (0.021, 0.086)"
Eye,phecode_386-2,Diplopia,"0.626 (0.61, 0.648)","0.725 (0.71, 0.737)","0.099 (0.084, 0.117)"
Eye,phecode_386-3,Visual discomfort,"0.566 (0.537, 0.591)","0.667 (0.643, 0.693)","0.104 (0.055, 0.134)"
Eye,phecode_386-4,Visual field defects,"0.647 (0.634, 0.662)","0.763 (0.752, 0.772)","0.116 (0.102, 0.126)"
Eye,phecode_386-41,Scotoma,"0.647 (0.607, 0.686)","0.764 (0.732, 0.803)","0.119 (0.088, 0.154)"
Eye,phecode_386-42,Hemianopia,"0.662 (0.615, 0.698)","0.779 (0.753, 0.802)","0.113 (0.08, 0.15)"
Eye,phecode_386-8,Sudden or transient visual loss,"0.616 (0.583, 0.667)","0.723 (0.699, 0.752)","0.106 (0.072, 0.138)"
Eye,phecode_387,Disorders of refraction and accommodation,"0.579 (0.572, 0.586)","0.62 (0.613, 0.628)","0.041 (0.037, 0.045)"
Eye,phecode_387-1,Hypermetropia,"0.662 (0.653, 0.674)","0.693 (0.684, 0.704)","0.032 (0.024, 0.038)"
Eye,phecode_387-2,Myopia,"0.526 (0.516, 0.536)","0.595 (0.583, 0.607)","0.069 (0.059, 0.076)"
Eye,phecode_387-21,Progressive high (degenerative) myopia,"0.576 (0.521, 0.629)","0.701 (0.66, 0.747)","0.13 (0.071, 0.183)"
Eye,phecode_387-3,Astigmatism,"0.62 (0.611, 0.627)","0.646 (0.638, 0.654)","0.026 (0.024, 0.029)"
Eye,phecode_387-4,Presbyopia,"0.667 (0.66, 0.673)","0.685 (0.678, 0.692)","0.018 (0.008, 0.027)"
Eye,phecode_387-5,Anisometropia,"0.661 (0.622, 0.694)","0.757 (0.724, 0.789)","0.095 (0.051, 0.13)"
Eye,phecode_388,Blindness and low vision,"0.608 (0.595, 0.625)","0.716 (0.702, 0.731)","0.106 (0.091, 0.122)"
Eye,phecode_388-1,Blindness of both eyes,"0.624 (0.584, 0.666)","0.815 (0.78, 0.846)","0.193 (0.139, 0.232)"
Eye,phecode_389,Other disorders of eye,"0.587 (0.582, 0.591)","0.64 (0.636, 0.644)","0.053 (0.049, 0.059)"
Eye,phecode_389-1,Ocular pain,"0.534 (0.52, 0.544)","0.671 (0.658, 0.682)","0.136 (0.12, 0.156)"
Hearing,phecode_390,Disorders of external ear,"0.595 (0.591, 0.601)","0.671 (0.665, 0.678)","0.076 (0.07, 0.081)"
Hearing,phecode_390-1,Otitis externa,"0.52 (0.509, 0.533)","0.664 (0.649, 0.675)","0.143 (0.127, 0.161)"
Hearing,phecode_390-4,Impacted cerumen,"0.645 (0.637, 0.653)","0.693 (0.683, 0.7)","0.048 (0.042, 0.054)"
Hearing,phecode_391,Disorders of the middle ear,"0.559 (0.549, 0.565)","0.657 (0.649, 0.665)","0.098 (0.087, 0.11)"
Hearing,phecode_391-1,Otitis media,"0.578 (0.568, 0.585)","0.668 (0.66, 0.675)","0.091 (0.079, 0.104)"
Hearing,phecode_391-11,Acute otitis media,"0.595 (0.581, 0.609)","0.717 (0.699, 0.729)","0.123 (0.103, 0.14)"
Hearing,phecode_391-12,Chronic otitis media,"0.56 (0.517, 0.586)","0.758 (0.727, 0.789)","0.2 (0.157, 0.257)"
Hearing,phecode_391-2,Eustachian tube disorders,"0.558 (0.546, 0.567)","0.705 (0.694, 0.714)","0.147 (0.133, 0.163)"
Hearing,phecode_391-7,Perforation of tympanic membrane,"0.536 (0.512, 0.571)","0.669 (0.645, 0.695)","0.131 (0.084, 0.174)"
Hearing,phecode_391-9,Otorrhea,"0.585 (0.549, 0.618)","0.739 (0.708, 0.762)","0.151 (0.116, 0.18)"
Hearing,phecode_392,Otalgia and effusion of ear,"0.575 (0.566, 0.582)","0.688 (0.681, 0.696)","0.113 (0.101, 0.125)"
Hearing,phecode_393,Mastoiditis and related conditions,"0.554 (0.518, 0.602)","0.752 (0.705, 0.8)","0.194 (0.144, 0.251)"
Hearing,phecode_394,Disorders of vestibular function,"0.651 (0.642, 0.66)","0.733 (0.724, 0.742)","0.082 (0.073, 0.091)"
Hearing,phecode_394-1,Meniere disease,"0.668 (0.635, 0.698)","0.74 (0.707, 0.78)","0.075 (0.02, 0.119)"
Hearing,phecode_394-2,Vertigo,"0.656 (0.648, 0.665)","0.728 (0.72, 0.737)","0.072 (0.061, 0.081)"
Hearing,phecode_394-22,Vestibular neuronitis,"0.662 (0.652, 0.669)","0.719 (0.71, 0.729)","0.058 (0.047, 0.071)"
Hearing,phecode_395,Other diseases of inner ear,"0.648 (0.641, 0.657)","0.719 (0.71, 0.726)","0.072 (0.06, 0.08)"
Hearing,phecode_395-1,Labyrinthitis,"0.599 (0.554, 0.649)","0.693 (0.652, 0.736)","0.089 (0.052, 0.147)"
Hearing,phecode_396,Hearing impairment,"0.691 (0.684, 0.696)","0.729 (0.724, 0.734)","0.038 (0.034, 0.043)"
Hearing,phecode_396-1,Conductive hearing loss,"0.64 (0.625, 0.656)","0.729 (0.714, 0.747)","0.092 (0.068, 0.109)"
Hearing,phecode_396-11,"Conductive hearing loss, bilateral","0.666 (0.649, 0.682)","0.738 (0.72, 0.755)","0.073 (0.047, 0.099)"
Hearing,phecode_396-2,Sensorineural hearing loss,"0.726 (0.721, 0.733)","0.767 (0.762, 0.774)","0.041 (0.037, 0.048)"
Hearing,phecode_396-21,"Sensorineural hearing loss, bilateral","0.756 (0.751, 0.761)","0.793 (0.788, 0.799)","0.038 (0.032, 0.044)"
Hearing,phecode_396-22,Presbycusis,"0.807 (0.783, 0.828)","0.832 (0.811, 0.85)","0.023 (0.009, 0.037)"
Hearing,phecode_396-3,Mixed conductive and sensorineural hearing loss,"0.694 (0.678, 0.715)","0.755 (0.734, 0.773)","0.059 (0.041, 0.079)"
Hearing,phecode_396-5,Sudden idiopathic hearing loss,"0.63 (0.595, 0.657)","0.71 (0.684, 0.735)","0.082 (0.049, 0.115)"
Hearing,phecode_397,Other hearing abnormality,"0.599 (0.591, 0.606)","0.696 (0.689, 0.703)","0.095 (0.086, 0.107)"
Hearing,phecode_397-1,Tinnitus,"0.609 (0.601, 0.616)","0.692 (0.683, 0.7)","0.083 (0.071, 0.093)"
Hearing,phecode_398,Other disorders of ear,"0.559 (0.551, 0.564)","0.658 (0.651, 0.661)","0.1 (0.093, 0.104)"
Cardio,phecode_400,Rheumatic fever and chronic rheumatic heart diseases,"0.703 (0.694, 0.711)","0.784 (0.774, 0.79)","0.081 (0.073, 0.09)"
Cardio,phecode_400-2,Chronic rheumatic heart diseases,"0.704 (0.695, 0.712)","0.785 (0.774, 0.79)","0.08 (0.072, 0.09)"
Cardio,phecode_401,Hypertension,"0.627 (0.622, 0.632)","0.648 (0.645, 0.652)","0.021 (0.018, 0.024)"
Cardio,phecode_401-1,Essential hypertension,"0.624 (0.619, 0.628)","0.645 (0.641, 0.649)","0.021 (0.018, 0.024)"
Cardio,phecode_401-2,Hypertensive heart disease,"0.707 (0.701, 0.713)","0.858 (0.852, 0.862)","0.15 (0.145, 0.157)"
Cardio,phecode_401-3,Hypertensive chronic kidney disease,"0.708 (0.701, 0.715)","0.853 (0.847, 0.858)","0.145 (0.137, 0.152)"
Cardio,phecode_401-6,Secondary hypertension,"0.625 (0.613, 0.637)","0.769 (0.754, 0.78)","0.143 (0.128, 0.157)"
Cardio,phecode_402,Elevated blood pressure reading without diagnosis of hypertension,"0.522 (0.51, 0.529)","0.597 (0.589, 0.605)","0.077 (0.065, 0.088)"
Cardio,phecode_403,Angina pectoris,"0.721 (0.716, 0.726)","0.775 (0.772, 0.78)","0.054 (0.049, 0.059)"
Cardio,phecode_403-1,Coronary artery spasm [Coronary vasospasm],"0.648 (0.602, 0.685)","0.78 (0.736, 0.819)","0.129 (0.071, 0.188)"
Cardio,phecode_404,Ischemic heart disease,"0.707 (0.7, 0.711)","0.769 (0.765, 0.773)","0.063 (0.059, 0.067)"
Cardio,phecode_404-1,Myocardial infarction [Heart attack],"0.689 (0.679, 0.697)","0.799 (0.792, 0.806)","0.11 (0.102, 0.118)"
Cardio,phecode_404-11,Acute myocardial infarction,"0.689 (0.68, 0.697)","0.799 (0.791, 0.805)","0.109 (0.102, 0.117)"
Cardio,phecode_404-2,Coronary atherosclerosis [Atherosclerotic heart disease],"0.74 (0.734, 0.744)","0.802 (0.798, 0.806)","0.062 (0.059, 0.067)"
Cardio,phecode_406,Chronic pulmonary heart disease,"0.669 (0.66, 0.68)","0.828 (0.819, 0.834)","0.157 (0.148, 0.167)"
Cardio,phecode_406-1,Pulmonary hypertension,"0.676 (0.665, 0.686)","0.841 (0.834, 0.847)","0.164 (0.154, 0.174)"
Cardio,phecode_406-13,Secondary pulmonary arterial hypertension*,"0.619 (0.6, 0.641)","0.838 (0.819, 0.855)","0.218 (0.191, 0.242)"
Cardio,phecode_408,Diseases of pulmonary vessels,"0.651 (0.629, 0.677)","0.812 (0.785, 0.837)","0.161 (0.126, 0.189)"
Cardio,phecode_410,Inflammation of the heart [Carditis],"0.7 (0.694, 0.707)","0.763 (0.753, 0.768)","0.063 (0.054, 0.071)"
Cardio,phecode_410-1,Pericarditis,"0.551 (0.521, 0.589)","0.779 (0.737, 0.811)","0.228 (0.172, 0.269)"
Cardio,phecode_410-2,Endocarditis,"0.705 (0.7, 0.713)","0.772 (0.763, 0.778)","0.066 (0.059, 0.073)"
Cardio,phecode_410-3,Myocarditis,"0.561 (0.518, 0.615)","0.783 (0.736, 0.823)","0.223 (0.161, 0.274)"
Cardio,phecode_411,Other diseases of pericardium,"0.606 (0.591, 0.619)","0.768 (0.754, 0.781)","0.16 (0.143, 0.175)"
Cardio,phecode_411-2,Pericardial effusion (noninflammatory)*,"0.617 (0.603, 0.631)","0.778 (0.766, 0.792)","0.161 (0.145, 0.175)"
Cardio,phecode_413,Heart valve disorders,"0.71 (0.704, 0.718)","0.78 (0.772, 0.785)","0.069 (0.063, 0.075)"
Cardio,phecode_413-1,Mitral valve disorders,"0.726 (0.717, 0.732)","0.802 (0.794, 0.808)","0.077 (0.068, 0.084)"
Cardio,phecode_413-11,Mitral valve insufficiency,"0.718 (0.709, 0.73)","0.817 (0.809, 0.825)","0.1 (0.089, 0.108)"
Cardio,phecode_413-12,Mitral valve prolapse*,"0.712 (0.686, 0.734)","0.745 (0.717, 0.764)","0.032 (0.01, 0.05)"
Cardio,phecode_413-13,Mitral valve stenosis,"0.717 (0.708, 0.728)","0.804 (0.797, 0.813)","0.088 (0.078, 0.098)"
Cardio,phecode_413-2,Aortic valve disorders,"0.776 (0.767, 0.785)","0.828 (0.819, 0.835)","0.05 (0.045, 0.058)"
Cardio,phecode_413-21,Aortic stenosis,"0.785 (0.763, 0.818)","0.873 (0.855, 0.888)","0.084 (0.066, 0.105)"
Cardio,phecode_413-22,Aortic insufficiency,"0.753 (0.74, 0.77)","0.82 (0.808, 0.835)","0.066 (0.057, 0.078)"
Cardio,phecode_413-3,Tricuspid valve disorders,"0.689 (0.677, 0.696)","0.799 (0.791, 0.807)","0.11 (0.101, 0.12)"
Cardio,phecode_413-32,Tricuspid value insufficiency*,"0.677 (0.667, 0.691)","0.792 (0.783, 0.8)","0.115 (0.104, 0.125)"
Cardio,phecode_413-4,Pulmonary valve disorders,"0.651 (0.627, 0.668)","0.777 (0.757, 0.799)","0.126 (0.108, 0.155)"
Cardio,phecode_413-42,Pulmonary valve insufficiency*,"0.656 (0.633, 0.677)","0.787 (0.767, 0.807)","0.13 (0.107, 0.154)"
Cardio,phecode_413-6,Heart valve replaced,"0.748 (0.731, 0.765)","0.882 (0.87, 0.893)","0.134 (0.116, 0.151)"
Cardio,phecode_414,Cardiomyopathy,"0.675 (0.664, 0.684)","0.803 (0.797, 0.813)","0.128 (0.121, 0.141)"
Cardio,phecode_414-1,Hypertrophic cardiomyopathy,"0.665 (0.63, 0.699)","0.784 (0.75, 0.811)","0.117 (0.067, 0.154)"
Cardio,phecode_414-2,Dilated cardiomyopathy*,"0.648 (0.63, 0.67)","0.861 (0.846, 0.877)","0.215 (0.193, 0.235)"
Cardio,phecode_414-5,Ischemic cardiomyopathy*,"0.765 (0.752, 0.779)","0.906 (0.898, 0.915)","0.141 (0.125, 0.152)"
Cardio,phecode_414-9,Takotsubo syndrome [Stress cardiomyopathy],"0.716 (0.674, 0.757)","0.733 (0.691, 0.785)","0.014 (-0.02, 0.051)"
Cardio,phecode_416,Cardiac arrhythmia and conduction disorders,"0.662 (0.658, 0.667)","0.715 (0.71, 0.72)","0.053 (0.05, 0.056)"
Cardio,phecode_416-1,Paroxysmal tachycardia,"0.676 (0.667, 0.684)","0.782 (0.773, 0.792)","0.107 (0.098, 0.115)"
Cardio,phecode_416-11,Supraventricular tachycardia,"0.671 (0.66, 0.685)","0.771 (0.761, 0.783)","0.101 (0.089, 0.113)"
Cardio,phecode_416-12,Ventricular tachycardia,"0.709 (0.699, 0.718)","0.835 (0.827, 0.846)","0.127 (0.114, 0.136)"
Cardio,phecode_416-2,Atrial fibrillation and flutter,"0.752 (0.745, 0.758)","0.808 (0.802, 0.813)","0.056 (0.051, 0.061)"
Cardio,phecode_416-21,Atrial fibrillation,"0.753 (0.746, 0.759)","0.798 (0.791, 0.803)","0.044 (0.038, 0.05)"
Cardio,phecode_416-211,Paroxysmal atrial fibrillation*,"0.774 (0.766, 0.78)","0.847 (0.839, 0.853)","0.074 (0.065, 0.079)"
Cardio,phecode_416-212,Persistent atrial fibrillation*,"0.822 (0.814, 0.831)","0.917 (0.91, 0.922)","0.094 (0.085, 0.106)"
Cardio,phecode_416-213,Chronic atrial fibrillation*,"0.796 (0.784, 0.805)","0.908 (0.9, 0.917)","0.113 (0.102, 0.122)"
Cardio,phecode_416-214,Permanent atrial fibrillation*,"0.849 (0.833, 0.861)","0.943 (0.932, 0.952)","0.094 (0.08, 0.11)"
Cardio,phecode_416-22,Atrial flutter,"0.77 (0.761, 0.782)","0.853 (0.843, 0.863)","0.082 (0.071, 0.092)"
Cardio,phecode_416-221,Typical atrial flutter*,"0.787 (0.767, 0.804)","0.88 (0.865, 0.892)","0.092 (0.073, 0.112)"
Cardio,phecode_416-222,Atypical atrial flutter*,"0.787 (0.765, 0.811)","0.916 (0.902, 0.935)","0.131 (0.098, 0.156)"
Cardio,phecode_416-3,Ventricular fibrillation and flutter,"0.679 (0.645, 0.714)","0.896 (0.872, 0.913)","0.216 (0.184, 0.257)"
Cardio,phecode_416-31,Ventricular fibrillation,"0.679 (0.645, 0.714)","0.864 (0.839, 0.89)","0.184 (0.145, 0.234)"
Cardio,phecode_416-4,Heart block,"0.733 (0.725, 0.739)","0.797 (0.791, 0.805)","0.065 (0.059, 0.072)"
Cardio,phecode_416-41,Atrioventricular block,"0.748 (0.74, 0.761)","0.825 (0.817, 0.832)","0.077 (0.069, 0.084)"
Cardio,phecode_416-42,Left bundle branch block,"0.743 (0.727, 0.756)","0.823 (0.814, 0.834)","0.081 (0.069, 0.092)"
Cardio,phecode_416-43,Right bundle branch block,"0.722 (0.702, 0.736)","0.775 (0.759, 0.786)","0.053 (0.041, 0.063)"
Cardio,phecode_416-5,Premature depolarization [Premature beats],"0.689 (0.682, 0.699)","0.761 (0.751, 0.768)","0.071 (0.064, 0.078)"
Cardio,phecode_416-51,Atrial premature depolarization [Supraventricular premature beats],"0.712 (0.699, 0.726)","0.771 (0.756, 0.783)","0.058 (0.044, 0.071)"
Cardio,phecode_416-52,Ventricular premature depolarization*,"0.69 (0.682, 0.701)","0.773 (0.764, 0.78)","0.082 (0.074, 0.093)"
Cardio,phecode_416-6,Long QT syndrome,"0.563 (0.544, 0.576)","0.772 (0.757, 0.788)","0.211 (0.19, 0.232)"
Cardio,phecode_416-7,Sinoatrial node dysfunction,"0.776 (0.761, 0.789)","0.863 (0.852, 0.876)","0.088 (0.07, 0.1)"
Cardio,phecode_416-71,Sick sinus syndrome*,"0.776 (0.761, 0.789)","0.863 (0.852, 0.876)","0.088 (0.07, 0.1)"
Cardio,phecode_417,Abnormalities of heart beat,"0.537 (0.531, 0.541)","0.641 (0.636, 0.647)","0.103 (0.1, 0.107)"
Cardio,phecode_417-1,Palpitations,"0.567 (0.561, 0.572)","0.68 (0.673, 0.685)","0.113 (0.107, 0.12)"
Cardio,phecode_417-2,Tachycardia,"0.524 (0.52, 0.531)","0.655 (0.648, 0.662)","0.131 (0.118, 0.141)"
Cardio,phecode_417-3,Bradycardia*,"0.668 (0.66, 0.674)","0.733 (0.725, 0.74)","0.065 (0.059, 0.072)"
Cardio,phecode_418,Abnormal results of cardiovascular function studies,"0.587 (0.583, 0.59)","0.572 (0.568, 0.577)","-0.015 (-0.02, -0.011)"
Cardio,phecode_419,Presence of cardiac device,"0.745 (0.718, 0.773)","0.889 (0.863, 0.903)","0.145 (0.115, 0.173)"
Cardio,phecode_420,Cardiac arrest,"0.64 (0.624, 0.654)","0.817 (0.793, 0.829)","0.176 (0.152, 0.193)"
Cardio,phecode_423,Abnormal cardiac sounds,"0.653 (0.641, 0.662)","0.698 (0.686, 0.711)","0.045 (0.037, 0.058)"
Cardio,phecode_423-1,Cardiac murmurs,"0.653 (0.641, 0.662)","0.697 (0.685, 0.711)","0.044 (0.036, 0.058)"
Cardio,phecode_424,Heart failure,"0.704 (0.697, 0.709)","0.813 (0.809, 0.819)","0.11 (0.106, 0.116)"
